fk_index_item_description,code,parent,concept_name,source,standard_semantic_hierarchy
Hybrid striped bass production,112511,None,NAICS Index Item Description Code,2022 NAICS,No
"Minnow production, farm raising",112511,None,NAICS Index Item Description Code,2022 NAICS,No
"Ornamental fish production, farm raising",112511,None,NAICS Index Item Description Code,2022 NAICS,No
Tilapia production,112511,None,NAICS Index Item Description Code,2022 NAICS,No
"Tropical fish production, farm raising",112511,None,NAICS Index Item Description Code,2022 NAICS,No
"Trout production, farm raising",112511,None,NAICS Index Item Description Code,2022 NAICS,No
"Clam production, farm raising",112512,None,NAICS Index Item Description Code,2022 NAICS,No
"Crawfish production, farm raising",112512,None,NAICS Index Item Description Code,2022 NAICS,No
"Crustacean production, farm raising",112512,None,NAICS Index Item Description Code,2022 NAICS,No
"Cultured pearl production, farm raising",112512,None,NAICS Index Item Description Code,2022 NAICS,No
"Fish farms, shellfish",112512,None,NAICS Index Item Description Code,2022 NAICS,No
"Hatcheries, shellfish",112512,None,NAICS Index Item Description Code,2022 NAICS,No
"Mollusk production, farm raising",112512,None,NAICS Index Item Description Code,2022 NAICS,No
"Mussel production, farm raising",112512,None,NAICS Index Item Description Code,2022 NAICS,No
"Oyster production, farm raising",112512,None,NAICS Index Item Description Code,2022 NAICS,No
Shellfish hatcheries,112512,None,NAICS Index Item Description Code,2022 NAICS,No
"Shrimp production, farm raising",112512,None,NAICS Index Item Description Code,2022 NAICS,No
Algae farming,112519,None,NAICS Index Item Description Code,2022 NAICS,No
"Alligator production, farm raising",112519,None,NAICS Index Item Description Code,2022 NAICS,No
"Animal aquaculture (except finfish, shellfish)",112519,None,NAICS Index Item Description Code,2022 NAICS,No
"Frog production, farm raising",112519,None,NAICS Index Item Description Code,2022 NAICS,No
Plant aquaculture,112519,None,NAICS Index Item Description Code,2022 NAICS,No
Sea plant agriculture,112519,None,NAICS Index Item Description Code,2022 NAICS,No
Seaweed farming,112519,None,NAICS Index Item Description Code,2022 NAICS,No
"Turtle production, farm raising",112519,None,NAICS Index Item Description Code,2022 NAICS,No
Bee pollen collection,112910,None,NAICS Index Item Description Code,2022 NAICS,No
"Bee production (i.e., apiculture)",112910,None,NAICS Index Item Description Code,2022 NAICS,No
Beeswax production,112910,None,NAICS Index Item Description Code,2022 NAICS,No
Honey bee production,112910,None,NAICS Index Item Description Code,2022 NAICS,No
"Propolis production, bees",112910,None,NAICS Index Item Description Code,2022 NAICS,No
Queen bee production,112910,None,NAICS Index Item Description Code,2022 NAICS,No
"Royal jelly production, bees",112910,None,NAICS Index Item Description Code,2022 NAICS,No
Burro production,112920,None,NAICS Index Item Description Code,2022 NAICS,No
Donkey production,112920,None,NAICS Index Item Description Code,2022 NAICS,No
Horse (including thoroughbreds) production,112920,None,NAICS Index Item Description Code,2022 NAICS,No
Mule production,112920,None,NAICS Index Item Description Code,2022 NAICS,No
Pony production,112920,None,NAICS Index Item Description Code,2022 NAICS,No
Chinchilla production,112930,None,NAICS Index Item Description Code,2022 NAICS,No
Fox production,112930,None,NAICS Index Item Description Code,2022 NAICS,No
Fur-bearing animal production,112930,None,NAICS Index Item Description Code,2022 NAICS,No
Mink production,112930,None,NAICS Index Item Description Code,2022 NAICS,No
Rabbit production,112930,None,NAICS Index Item Description Code,2022 NAICS,No
Alpaca production,112990,None,NAICS Index Item Description Code,2022 NAICS,No
"Aviaries (i.e., raising birds for sale)",112990,None,NAICS Index Item Description Code,2022 NAICS,No
"Bird production (e.g., canaries, love birds, parakeets, parrots)",112990,None,NAICS Index Item Description Code,2022 NAICS,No
Bison production,112990,None,NAICS Index Item Description Code,2022 NAICS,No
Breeding of butterflies,112990,None,NAICS Index Item Description Code,2022 NAICS,No
"Breeding of pets (e.g., birds, cats, dogs)",112990,None,NAICS Index Item Description Code,2022 NAICS,No
Buffalo production,112990,None,NAICS Index Item Description Code,2022 NAICS,No
Cat production,112990,None,NAICS Index Item Description Code,2022 NAICS,No
"Combination livestock farming (except dairy, poultry)",112990,None,NAICS Index Item Description Code,2022 NAICS,No
"Companion animals production (e.g., cats, dogs, parakeets, parrots)",112990,None,NAICS Index Item Description Code,2022 NAICS,No
Cricket production,112990,None,NAICS Index Item Description Code,2022 NAICS,No
Deer production,112990,None,NAICS Index Item Description Code,2022 NAICS,No
Dog production,112990,None,NAICS Index Item Description Code,2022 NAICS,No
Earthworm hatcheries,112990,None,NAICS Index Item Description Code,2022 NAICS,No
Elk production,112990,None,NAICS Index Item Description Code,2022 NAICS,No
General combination animal farming,112990,None,NAICS Index Item Description Code,2022 NAICS,No
"Kennels, breeding and raising stock for sale",112990,None,NAICS Index Item Description Code,2022 NAICS,No
"Laboratory animal production (e.g., guinea pigs, mice, rats)",112990,None,NAICS Index Item Description Code,2022 NAICS,No
Llama production,112990,None,NAICS Index Item Description Code,2022 NAICS,No
"Raising swans, peacocks, flamingos, or other adornment birds",112990,None,NAICS Index Item Description Code,2022 NAICS,No
Rattlesnake production,112990,None,NAICS Index Item Description Code,2022 NAICS,No
Worm production,112990,None,NAICS Index Item Description Code,2022 NAICS,No
Timber tract operations,113110,None,NAICS Index Item Description Code,2022 NAICS,No
Aromatic wood gathering,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Balsam needles gathering,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Bark gathering,113210,None,NAICS Index Item Description Code,2022 NAICS,No
"Cherry gum, gathering",113210,None,NAICS Index Item Description Code,2022 NAICS,No
"Chestnut gum, gathering",113210,None,NAICS Index Item Description Code,2022 NAICS,No
"Forest nurseries for reforestation, growing trees",113210,None,NAICS Index Item Description Code,2022 NAICS,No
"Gathering of forest products (e.g., barks, gums, needles, seeds)",113210,None,NAICS Index Item Description Code,2022 NAICS,No
"Gathering, extracting, and selling tree seeds",113210,None,NAICS Index Item Description Code,2022 NAICS,No
Ginseng gathering,113210,None,NAICS Index Item Description Code,2022 NAICS,No
"Gum (i.e., forest product) gathering",113210,None,NAICS Index Item Description Code,2022 NAICS,No
Harvesting berries or nuts from native and non-cultivated plants,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Hemlock gum gathering,113210,None,NAICS Index Item Description Code,2022 NAICS,No
"Huckleberry greens, gathering of",113210,None,NAICS Index Item Description Code,2022 NAICS,No
Moss gathering,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Nurseries for reforestation growing trees,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Pine gum extracting,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Spanish moss gathering,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Sphagnum moss gathering,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Spruce gum gathering,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Teaberries gathering,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Tree seed extracting,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Tree seed gathering,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Tree seed growing for reforestation,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Truffles gathering,113210,None,NAICS Index Item Description Code,2022 NAICS,No
Cutting and transporting timber,113310,None,NAICS Index Item Description Code,2022 NAICS,No
Cutting timber,113310,None,NAICS Index Item Description Code,2022 NAICS,No
Log harvesting,113310,None,NAICS Index Item Description Code,2022 NAICS,No
Logging,113310,None,NAICS Index Item Description Code,2022 NAICS,No
Pulpwood logging camps,113310,None,NAICS Index Item Description Code,2022 NAICS,No
"Rails, rough wood, manufacturing",113310,None,NAICS Index Item Description Code,2022 NAICS,No
Stump removing in the field,113310,None,NAICS Index Item Description Code,2022 NAICS,No
Timber piling,113310,None,NAICS Index Item Description Code,2022 NAICS,No
Timber pole cutting,113310,None,NAICS Index Item Description Code,2022 NAICS,No
Tree chipping in the field,113310,None,NAICS Index Item Description Code,2022 NAICS,No
Wood chipping in the field,113310,None,NAICS Index Item Description Code,2022 NAICS,No
Anchovy fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Bluefish fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Cod catching,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Cod fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Croaker fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Dolphin fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Eel fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
"Finfish fishing (e.g., flounder, salmon, trout)",114111,None,NAICS Index Item Description Code,2022 NAICS,No
"Fisheries, finfish",114111,None,NAICS Index Item Description Code,2022 NAICS,No
Flounder fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Grouper fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Haddock fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Hake fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Halibut fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Herring fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Lingcod fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Mackerel fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Mahimahi fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Menhaden fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Mullet fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Perch fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Pilchard fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Pollock fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Porgy fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Ray fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Rockfish fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Sablefish fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Salmon fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Sea bass fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Sea herring fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Sea trout fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Shark fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Snapper fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Swordfish fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Tilefish fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Trout fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Tuna fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Whiting fishing,114111,None,NAICS Index Item Description Code,2022 NAICS,No
Clam digging,114112,None,NAICS Index Item Description Code,2022 NAICS,No
Crabbing,114112,None,NAICS Index Item Description Code,2022 NAICS,No
Crayfish fishing,114112,None,NAICS Index Item Description Code,2022 NAICS,No
"Fisheries, shellfish",114112,None,NAICS Index Item Description Code,2022 NAICS,No
Lobster fishing,114112,None,NAICS Index Item Description Code,2022 NAICS,No
Mussel fishing,114112,None,NAICS Index Item Description Code,2022 NAICS,No
Octopus fishing,114112,None,NAICS Index Item Description Code,2022 NAICS,No
Oyster dredging,114112,None,NAICS Index Item Description Code,2022 NAICS,No
Scallop fishing,114112,None,NAICS Index Item Description Code,2022 NAICS,No
Sea urchin fishing,114112,None,NAICS Index Item Description Code,2022 NAICS,No
"Shellfish fishing (e.g., clam, crab, oyster, shrimp)",114112,None,NAICS Index Item Description Code,2022 NAICS,No
